titre,type_bien,type_annonce,prix,surface_m2,nb_chambres,nb_salons,nb_sdb,quartier,ville,description,source,date_publication,caracteristiques,url
نيمرو فسكتير 4,Land Plot,Vente,8000000,600.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمرو فسكتير 4 8,000,000 MRU Land Plot 5 months ago • Tevragh Zeina محمد آلا - Mohamed Alla 1",voursa,5 months ago,"landmark: سكتير 4, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-فسكتير-4-e5d7
منزل احذ استاسيوه الفضل بوحديده,Residential Property,Vente,1300000,150.00,3.0,1.0,2.0,Toujounine,Nouakchott Nord,"منزل احذ استاسيوه الفضل بوحديده 1,300,000 MRU Residential Property 5 months ago • Toujounine محمد عبد الله ولد سيكه 3",voursa,5 months ago,"landmark: استاسيوه الفضل, land_title: Yes, balconies: 1, street_size: 10.00",https://voursa.com/EN/categories/real_estate/ads/منزل-احذ-استاسيوه-الفضل-بوحديده-c9c7
محل غسيل (برَسّينغ),Store,Vente,95000,9.00,,,,Tevragh Zeina,Nouakchott Ouest,"محل غسيل (برَسّينغ) 95,000 MRU Store 5 months ago • Tevragh Zeina Tim Immo 8",voursa,5 months ago,"landmark: سيتي بلاز, land_title: No",https://voursa.com/EN/categories/real_estate/ads/محل-غسيل-برسينغ--5fb4
نصف نيمرو من سكتير 4 بينو نيمرو واحد مع كدروه,Land Plot,Vente,3500000,300.00,,,,Tevragh Zeina,Nouakchott Ouest,"نصف نيمرو من سكتير 4 بينو نيمرو واحد مع كدروه 3,500,000 MRU Land Plot 5 months ago • Tevragh Zeina سيدي محمد 1",voursa,5 months ago,"landmark: كدروه السنوار, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نصف-نيمرو-من-سكتير-4-بينو-نيمرو-واحد-مع-كدروه--e3ec
ديبلكس فغنودرت طريك انواذيب,Residential Property,Vente,3500000,300.00,5.0,1.0,1.0,Tevragh Zeina,Nouakchott Ouest,"ديبلكس فغنودرت طريك انواذيب 3,500,000 MRU Residential Property 5 months ago • Tevragh Zeina الخدمات العامه 3",voursa,5 months ago,"landmark: طريك انواذيب, land_title: Yes, balconies: 1, street_size: 30.00",https://voursa.com/EN/categories/real_estate/ads/ديبلكس-فغنودرت-طريك-انواذيب--c53d
نيمرو فالمطار القديم بلوك 42,Land Plot,Vente,2400000,400.00,,,,Dar Naim,Nouakchott Nord,"نيمرو فالمطار القديم بلوك 42 2,400,000 MRU Land Plot 5 months ago • Dar Naim محمد آلا - Mohamed Alla 1",voursa,5 months ago,"landmark: المطار القديم, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-فالمطار-القديم-بلوك-42-0bac
سمعه فملح سكتير 5,Residential Property,Vente,980000,150.00,5.0,2.0,2.0,Toujounine,Nouakchott Nord,"سمعه فملح سكتير 5 980,000 MRU Residential Property 5 months ago • Toujounine محمد عبد الله ولد سيكه 1",voursa,5 months ago,"landmark: شارع ديمي, land_title: Yes, balconies: 1, street_size: 8.00",https://voursa.com/EN/categories/real_estate/ads/سمعه-فملح-سكتير-5-43d6
نيمرو فبلوك 3 المطار القديم,Land Plot,Vente,2100000,400.00,,,,Dar Naim,Nouakchott Nord,"نيمرو فبلوك 3 المطار القديم 2,100,000 MRU Land Plot 5 months ago • Dar Naim محمد آلا - Mohamed Alla 1",voursa,5 months ago,"landmark: المطار القديم بلوك 3, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-فبلوك-3-المطار-القديم-2ef5
نيمرو من سكتير 6 قابل للقسمة الثلاثيه,Land Plot,Vente,5100000,600.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمرو من سكتير 6 قابل للقسمة الثلاثيه 5,100,000 MRU Land Plot 5 months ago • Tevragh Zeina سيدي محمد 1",voursa,5 months ago,"landmark: 6, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-من-سكتير-6-قابل-للقسمة-الثلاثيه--23ba
شانتي فسكتير 4,Residential Property,Vente,3600000,200.00,7.0,1.0,2.0,Tevragh Zeina,Nouakchott Ouest,"شانتي فسكتير 4 3,600,000 MRU Residential Property 5 months ago • Tevragh Zeina الخدمات العامه 1",voursa,5 months ago,"landmark: سكتير4, land_title: Yes, balconies: 1, street_size: 25.00",https://voursa.com/EN/categories/real_estate/ads/شانتي-فسكتير-4-dd34
نيمرو اكبير فالكرن من اتراب اسكان بين نيمرو واحد امع كدروه لكبير,Land Plot,Vente,700000,376.00,,,,Dar Naim,Nouakchott Nord,"نيمرو اكبير فالكرن من اتراب اسكان بين نيمرو واحد امع كدروه لكبير 700,000 MRU Land Plot 5 months ago • Dar Naim Sidi Mohamed 1",voursa,5 months ago,"landmark: شركة الوطنية, land_title: No",https://voursa.com/EN/categories/real_estate/ads/-نيمرو-اكبير-فالكرن-من-اتراب-اسكان-بين-نيمرو-واحد-امع-كدروه-لكبير-ae2e
قطعة أرضية كبيرة (376 م مربع)اسكان فالكرن وموقع تجاري بينه نيمرو واحد امع كدروه لكبير,Land Plot,Vente,700000,376.00,,,,Dar Naim,Nouakchott Nord,"قطعة أرضية كبيرة (376 م مربع)اسكان فالكرن وموقع تجاري بينه نيمرو واحد امع كدروه لكبير 700,000 MRU Land Plot 5 months ago • Dar Naim Sidi Mohamed 1",voursa,5 months ago,"landmark: شركة الوطنية, land_title: No",https://voursa.com/EN/categories/real_estate/ads/-قطعة-ارضية-كبيرة-376-م-مربعاسكان-فالكرن-وموقع-تجاري-بينه-نيمرو-واحد-امع-كدروه-لكبير-7f2f
نيمرو فالترحيل سكتير 20 أكستانسوه م Terhil sect 20 Extention M,Land Plot,Vente,75000,180.00,,,,Toujounine,Nouakchott Nord,"نيمرو فالترحيل سكتير 20 أكستانسوه م Terhil sect 20 Extention M 75,000 MRU Land Plot 5 months ago • Toujounine Sidi Mohamed 1",voursa,5 months ago,"landmark: الله أعلم, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-فالترحيل-سكتير-20-اكستانسوه-م-terhil-sect-20-extention-m-7b90
سمعه اجديد فتوجنين,Residential Property,Vente,1100000,120.00,7.0,1.0,2.0,Toujounine,Nouakchott Nord,"سمعه اجديد فتوجنين 1,100,000 MRU Residential Property 5 months ago • Toujounine الخدمات العامه 1",voursa,5 months ago,"landmark: توجنين, land_title: Yes, balconies: 1, street_size: 18.00",https://voursa.com/EN/categories/real_estate/ads/سمعه-اجديد-فتوجنين-c202
الفوج,Residential Property,Vente,2100000,180.00,9.0,3.0,4.0,Arafat,Nouakchott Sud,"الفوج 2,100,000 MRU Residential Property 5 months ago • Arafat البسطام 2",voursa,5 months ago,"landmark: دسق, land_title: No, balconies: 1, street_size: 40.00",https://voursa.com/EN/categories/real_estate/ads/الفوج-81c9
أربع ابرتمهات واستيديوهين للبيع في i4,Residential Property,Vente,6000000,216.00,10.0,4.0,12.0,Teyarett,Nouakchott Nord,"أربع ابرتمهات واستيديوهين للبيع في i4 6,000,000 MRU Residential Property 5 months ago • Teyarett سيدي محمد 1",voursa,5 months ago,"landmark: i4, land_title: Yes, balconies: 2, street_size: 12.00",https://voursa.com/EN/categories/real_estate/ads/اربع-ابرتمهات-واستيديوهين-للبيع-في-i4--4769
للإجار دوبلكس طراز عالمي,Residential Property,Vente,35000,250.00,6.0,2.0,5.0,Tevragh Zeina,Nouakchott Ouest,"للإجار دوبلكس طراز عالمي 35,000 MRU Residential Property 5 months ago • Tevragh Zeina وكالة النجاح 10",voursa,5 months ago,"landmark: الصحراوي, land_title: No, balconies: 2, street_size: 20.00",https://voursa.com/EN/categories/real_estate/ads/للاجار-دوبلكس-طراز-عالمي--e08a
نيمرو فالفلوجة احذ سوق الياقوت,Land Plot,Vente,350000,120.00,,,,Arafat,Nouakchott Sud,"نيمرو فالفلوجة احذ سوق الياقوت 350,000 MRU Land Plot 5 months ago • Arafat محمد عبد الله ولد سيكه 2",voursa,5 months ago,"landmark: سوق الياقوت, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-فالفلوجة-احذ-سوق-الياقوت--0c85
دار نظيف فتيارت من فوك,Residential Property,Vente,4200000,216.00,7.0,1.0,1.0,Teyarett,Nouakchott Nord,"دار نظيف فتيارت من فوك 4,200,000 MRU Residential Property 5 months ago • Teyarett الخدمات العامه 4",voursa,5 months ago,"landmark: شقق المداح, land_title: Yes, balconies: 1, street_size: 25.00",https://voursa.com/EN/categories/real_estate/ads/دار-نظيف-فتيارت-من-فوك-47d1
نيمرو من الوجهاء,Land Plot,Vente,2800000,500.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمرو من الوجهاء 2,800,000 MRU Land Plot 5 months ago • Tevragh Zeina محمد آلا - Mohamed Alla 1",voursa,5 months ago,"landmark: الوجهاء, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-من-الوجها-4738
نيمرو من سكتير 6,Land Plot,Vente,6300000,600.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمرو من سكتير 6 6,300,000 MRU Land Plot 5 months ago • Tevragh Zeina محمد آلا - Mohamed Alla 1",voursa,5 months ago,"landmark: سكتير 6, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-من-سكتير-6-9f2c
نيمرو من سكتير 4,Land Plot,Vente,6550000,600.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمرو من سكتير 4 6,550,000 MRU Land Plot 5 months ago • Tevragh Zeina محمد آلا - Mohamed Alla 1",voursa,5 months ago,"landmark: سكتير 4, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-من-سكتير-4-11e0
نيمروات من سكتير 1 بلوكات إعلى شارع 30,Land Plot,Vente,7000000,1400.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمروات من سكتير 1 بلوكات إعلى شارع 30 7,000,000 MRU Land Plot 5 months ago • Tevragh Zeina سيدي محمد 1",voursa,5 months ago,"landmark: طب القلب, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمروات-من-سكتير-1-بلوكات-اعلى-شارع-30-88e2
فرصة استثمارية اعل كدروه اجديدة مافات اندخلت,Residential Property,Vente,3700000,9.00,2.0,1.0,2.0,Teyarett,Nouakchott Nord,"فرصة استثمارية اعل كدروه اجديدة مافات اندخلت 3,700,000 MRU Residential Property 5 months ago • Teyarett مولاي الحسن 1",voursa,5 months ago,"landmark: مسجد التيجانيين, land_title: No, balconies: 2, street_size: 25.00",https://voursa.com/EN/categories/real_estate/ads/فرصة-استثمارية-اعل-كدروه-اجديدة-مافات-اندخلت-a492
قطعة أرض في سكتير 4 قرب محطة ster طريق الشارة,Land Plot,Vente,2400000,200.00,,,,Tevragh Zeina,Nouakchott Ouest,"قطعة أرض في سكتير 4 قرب محطة ster طريق الشارة 2,400,000 MRU Land Plot 5 months ago • Tevragh Zeina سيدي محمد 1",voursa,5 months ago,"landmark: محطة ster, land_title: No",https://voursa.com/EN/categories/real_estate/ads/قطعة-ارض-في-سكتير-4-قرب-محطة-ster-طريق-الشارة--47b0
دار احذ اوفو الكيل,Land Plot,Vente,1300000,150.00,,,,Arafat,Nouakchott Sud,"دار احذ اوفو الكيل 1,300,000 MRU Land Plot 5 months ago • Arafat محمد عبد الله ولد سيكه 1",voursa,5 months ago,"landmark: اوفو الكيل, land_title: No",https://voursa.com/EN/categories/real_estate/ads/دار-احذ-اوفو-الكيل-fd19
نيمرو من سكتير 2 بلوكات,Land Plot,Vente,4300000,600.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمرو من سكتير 2 بلوكات 4,300,000 MRU Land Plot 5 months ago • Tevragh Zeina محمد آلا - Mohamed Alla 1",voursa,5 months ago,"landmark: بلوكات, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-من-سكتير-2-بلوكات-eb0c
ابرتماه لايجار اكريب من كدروه اعل شارع اكبير,Residential Property,Vente,12000,180.00,2.0,1.0,2.0,Teyarett,Nouakchott Nord,"ابرتماه لايجار اكريب من كدروه اعل شارع اكبير 12,000 MRU Residential Property 5 months ago • Teyarett مولاي الحسن 1",voursa,5 months ago,"landmark: عباد الرحمن 2, land_title: Yes, balconies: 1, street_size: 25.00",https://voursa.com/EN/categories/real_estate/ads/ابرتماه-لايجار-اكريب-من-كدروه-اعل-شارع-اكبير-a9fb
نيمرو من الفوز البوادي إعلى شارع 30 وفكرن شارع 20 عندو برمة المالية,Land Plot,Vente,3800000,400.00,,,,Teyarett,Nouakchott Nord,"نيمرو من الفوز البوادي إعلى شارع 30 وفكرن شارع 20 عندو برمة المالية 3,800,000 MRU Land Plot 5 months ago • Teyarett سيدي محمد 2",voursa,5 months ago,"landmark: محمد الامين 2, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-من-الفوز-البوادي-اعلى-شارع-30-وفكرن-شارع-20-عندو-برمة-المالية--12c3
دار فالفلوجة للبيع,Residential Property,Vente,2200000,180.00,3.0,1.0,2.0,Arafat,Nouakchott Sud,"دار فالفلوجة للبيع 2,200,000 MRU Residential Property 5 months ago • Arafat محمد عبد الله ولد سيكه 9",voursa,5 months ago,"landmark: شارع صوملك, land_title: Yes, balconies: 1, street_size: 15.00",https://voursa.com/EN/categories/real_estate/ads/دار-فالفلوجة-للبيع--d8ed
نيمرو نن الصحراوي,Land Plot,Vente,9800000,500.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمرو نن الصحراوي 9,800,000 MRU Land Plot 5 months ago • Tevragh Zeina محمد آلا - Mohamed Alla 1",voursa,5 months ago,"landmark: الصحراوي, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-نن-الصحراوي-12ba
نص من سكتير 5,Land Plot,Vente,4000000,375.00,,,,Tevragh Zeina,Nouakchott Ouest,"نص من سكتير 5 4,000,000 MRU Land Plot 5 months ago • Tevragh Zeina محمد آلا - Mohamed Alla 1",voursa,5 months ago,"landmark: سكتير 5, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نص-من-سكتير-5--8328
ديبلكس للبيع اكريب من كدروه كورونا,Residential Property,Vente,3700000,216.00,6.0,2.0,4.0,Teyarett,Nouakchott Nord,"ديبلكس للبيع اكريب من كدروه كورونا 3,700,000 MRU Residential Property 5 months ago • Teyarett الشيخ 1",voursa,5 months ago,"landmark: كدروه كورونا, land_title: Yes, balconies: 2, street_size: 10.00",https://voursa.com/EN/categories/real_estate/ads/ديبلكس-للبيع-اكريب-من-كدروه-كورونا--33e8
شانتي للبيع اكريب من كدروه في الكرن,Residential Property,Vente,1400000,120.00,5.0,2.0,4.0,Teyarett,Nouakchott Nord,"شانتي للبيع اكريب من كدروه في الكرن 1,400,000 MRU Residential Property 5 months ago • Teyarett مولاي الحسن 1",voursa,5 months ago,"landmark: كرفور عين الطلح, land_title: No, balconies: 2, street_size: 8.00",https://voursa.com/EN/categories/real_estate/ads/شانتي-للبيع-اكريب-من-كدروه-في-الكرن-d76d
نيمرو فالمطار القديم,Land Plot,Vente,2000000,400.00,,,,Dar Naim,Nouakchott Nord,"نيمرو فالمطار القديم 2,000,000 MRU Land Plot 5 months ago • Dar Naim محمد آلا - Mohamed Alla 1",voursa,5 months ago,"landmark: المطار القديم, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-فالمطار-القديم-a13f
نيمرو فالسيف,Land Plot,Vente,2600000,500.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمرو فالسيف 2,600,000 MRU Land Plot 5 months ago • Tevragh Zeina محمد آلا - Mohamed Alla 1",voursa,5 months ago,"landmark: السيف, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-فالسيف-c1e3
نيمرو فسكتير 6,Land Plot,Vente,6500000,500.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمرو فسكتير 6 6,500,000 MRU Land Plot 5 months ago • Tevragh Zeina محمد آلا - Mohamed Alla 1",voursa,5 months ago,"landmark: سكتير 6, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-فسكتير-6-db2f
عمارة احذ البورص و دار عزيز,Residential Property,Vente,20000000,530.00,7.0,2.0,3.0,Tevragh Zeina,Nouakchott Ouest,"عمارة احذ البورص و دار عزيز 20,000,000 MRU Residential Property 5 months ago • Tevragh Zeina محمد عبد الله ولد سيكه 2",voursa,5 months ago,"landmark: طب ول بوعماتو, land_title: Yes, balconies: 2, street_size: 12.00",https://voursa.com/EN/categories/real_estate/ads/عمارة-احذ-البورص-و-دار-عزيز--a486
قطعة أرضيه 200 م تقريبا فكرن شارعين اكبار مرشحة التكدرن احذ سفارة آمريك,Land Plot,Vente,2400000,196.00,,,,Tevragh Zeina,Nouakchott Ouest,"قطعة أرضيه 200 م تقريبا فكرن شارعين اكبار مرشحة التكدرن احذ سفارة آمريك 2,400,000 MRU Land Plot 5 months ago • Tevragh Zeina Sidi Mohamed 1",voursa,5 months ago,"landmark: سفارة آمريكا, land_title: No",https://voursa.com/EN/categories/real_estate/ads/قطعة-ارضيه-200-م-تقريبا-فكرن-شارعين-اكبار-مرشحة-التكدرن-احذ-سفارة-امريك--1df2
قطعة أرضية,Land Plot,Vente,450000,44.00,,,,Toujounine,Nouakchott Nord,"قطعة أرضية 450,000 MRU Land Plot 5 months ago • Toujounine Sami salem 1",voursa,5 months ago,"landmark: قرب وقفة توجنين, land_title: No",https://voursa.com/EN/categories/real_estate/ads/قطعة-ارضية-0d3a
سمعه شرق توجنين,Residential Property,Vente,1100000,150.00,5.0,2.0,2.0,Toujounine,Nouakchott Nord,"سمعه شرق توجنين 1,100,000 MRU Residential Property 5 months ago • Toujounine محمد عبد الله ولد سيكه 1",voursa,5 months ago,"landmark: وقفة توجنين, land_title: Yes, balconies: 1, street_size: 18.00",https://voursa.com/EN/categories/real_estate/ads/سمعه-شرق-توجنين-e4c7
نيمرو من الاساتذة,Land Plot,Vente,4600000,600.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمرو من الاساتذة 4,600,000 MRU Land Plot 5 months ago • Tevragh Zeina محمد آلا - Mohamed Alla 1",voursa,5 months ago,"landmark: الاساتذة, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-من-الاساتذة-7f89
كزرة احذ التيسير اكريب من كدروه,Residential Property,Vente,6000,25.00,3.0,1.0,1.0,Teyarett,Nouakchott Nord,"كزرة احذ التيسير اكريب من كدروه 6,000 MRU Residential Property 5 months ago • Teyarett مولاي الحسن 1",voursa,5 months ago,"landmark: التيسير, land_title: Yes, balconies: 1, street_size: 25.00",https://voursa.com/EN/categories/real_estate/ads/كزرة-احذ-التيسير-اكريب-من-كدروه--173e
نيمرو فسكتير 4,Land Plot,Vente,5600000,600.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمرو فسكتير 4 5,600,000 MRU Land Plot 5 months ago • Tevragh Zeina محمد آلا - Mohamed Alla 1",voursa,5 months ago,"landmark: سكتير 4, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-فسكتير-4-21ae
نيمرو فسكتير 1 بلوكات,Land Plot,Vente,2300000,600.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمرو فسكتير 1 بلوكات 2,300,000 MRU Land Plot 5 months ago • Tevragh Zeina محمد آلا - Mohamed Alla 1",voursa,5 months ago,"landmark: بلوكات, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-فسكتير-1-بلوكات-2c7b
3 نيمروات من سكتير 3 باوكات,Land Plot,Vente,7300000,1800.00,,,,Tevragh Zeina,Nouakchott Ouest,"3 نيمروات من سكتير 3 باوكات 7,300,000 MRU Land Plot 5 months ago • Tevragh Zeina محمد آلا - Mohamed Alla 1",voursa,5 months ago,"landmark: بلوكات, land_title: No",https://voursa.com/EN/categories/real_estate/ads/3-نيمروات-من-سكتير-3-باوكات-060f
نمرو للبيـــــــــع في حي العسكري التيسير,Land Plot,Vente,550000,216.00,,,,Teyarett,Nouakchott Nord,"نمرو للبيـــــــــع في حي العسكري التيسير 550,000 MRU Land Plot 5 months ago • Teyarett بورصة عبد الله العقارية 1",voursa,5 months ago,"landmark: طريق اكجوجت, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نمرو-للبيـــــــــع-في-حي-العسكري-التيسير--7c3b
نيمرو فالمطار القديم,Land Plot,Vente,1050000,150.00,,,,Dar Naim,Nouakchott Nord,"نيمرو فالمطار القديم 1,050,000 MRU Land Plot 5 months ago • Dar Naim محمد آلا - Mohamed Alla 1",voursa,5 months ago,"landmark: بلوك 15, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-فالمطار-القديم-e32f
نيمرو فسكتير 1 بلوكات,Land Plot,Vente,2900000,600.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمرو فسكتير 1 بلوكات 2,900,000 MRU Land Plot 5 months ago • Tevragh Zeina محمد آلا - Mohamed Alla 1",voursa,5 months ago,"landmark: بلوكات, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-فسكتير-1-بلوكات-33d0
نيمرو ف H3 المحولة,Land Plot,Vente,1050000,216.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمرو ف H3 المحولة 1,050,000 MRU Land Plot 5 months ago • Tevragh Zeina محمد آلا - Mohamed Alla 1",voursa,5 months ago,"landmark: H3 المحولة, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-ف-h3-المحولة-7086
ديبلكس ف موديل M اتراب 150م٢,Residential Property,Vente,5500000,150.00,4.0,2.0,3.0,Tevragh Zeina,Nouakchott Ouest,"ديبلكس ف موديل M اتراب 150م٢ 5,500,000 MRU Residential Property 5 months ago • Tevragh Zeina سيدنا عالي 4",voursa,5 months ago,"landmark: موديل M, land_title: Yes, balconies: 1, street_size: 15.00",https://voursa.com/EN/categories/real_estate/ads/ديبلكس-ف-موديل-m-اتراب-150م-00fe
نيمرو فسكتير 4,Land Plot,Vente,6200000,600.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمرو فسكتير 4 6,200,000 MRU Land Plot 5 months ago • Tevragh Zeina محمد آلا - Mohamed Alla 1",voursa,5 months ago,"landmark: سكتير 4, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-فسكتير-4-5b24
دارين فترحيل أبوظبي للبيع,Residential Property,Vente,1600000,300.00,5.0,2.0,2.0,Toujounine,Nouakchott Nord,"دارين فترحيل أبوظبي للبيع 1,600,000 MRU Residential Property 5 months ago • Toujounine محمد عبد الله ولد سيكه 1",voursa,5 months ago,"landmark: ترحيل أبوظبي, land_title: Yes, balconies: 1, street_size: 25.00",https://voursa.com/EN/categories/real_estate/ads/دارين-فترحيل-ابوظبي-للبيع--91af
دار اعلي شارع اكبير فكرن فتوجنين للبيع,Residential Property,Vente,850000,180.00,4.0,1.0,2.0,Toujounine,Nouakchott Nord,"دار اعلي شارع اكبير فكرن فتوجنين للبيع 850,000 MRU Residential Property 5 months ago • Toujounine محمد 1",voursa,5 months ago,"landmark: توجنين, land_title: Yes, balconies: 1, street_size: 20.00",https://voursa.com/EN/categories/real_estate/ads/دار-اعلي-شارع-اكبير-فكرن-فتوجنين-للبيع--c4ce
نيمرو اكريب من كدروه مسعود,Land Plot,Vente,190000,120.00,,,,Toujounine,Nouakchott Nord,"نيمرو اكريب من كدروه مسعود 190,000 MRU Land Plot 5 months ago • Toujounine محمد عبد الله ولد سيكه 1",voursa,5 months ago,"landmark: شارع مسعود, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-اكريب-من-كدروه-مسعود-2a46
نيمرو للبيع,Land Plot,Vente,1500000,178.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمرو للبيع 1,500,000 MRU Land Plot 5 months ago • Tevragh Zeina Ahmed 1",voursa,5 months ago,"landmark: قرب سفارة أمريكا, land_title: No",https://voursa.com/EN/categories/real_estate/ads/فرصة-178م-للبيع-قرب-سفارة-امريكا-ب15مليون--9f23
نيمرو فكرن برك حذ بقالة الصين ب13م فيه استيديو,Land Plot,Vente,1300000,216.00,,,,Ksar,Nouakchott Ouest,"نيمرو فكرن برك حذ بقالة الصين ب13م فيه استيديو 1,300,000 MRU Land Plot 5 months ago • Ksar Ahmed 1",voursa,5 months ago,"landmark: بقالة الصين, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-فكرن-برك-حذ-بقالة-الصين-ب13م-فيه-استيديو--109a
شرم الشيح فلكرن,Land Plot,Vente,3600000,300.00,,,,Tevragh Zeina,Nouakchott Ouest,"شرم الشيح فلكرن 3,600,000 MRU Land Plot 5 months ago • Tevragh Zeina Ahmed 2",voursa,5 months ago,"landmark: كريب من كدروه البواد, land_title: No",https://voursa.com/EN/categories/real_estate/ads/شرم-الشيح-فلكرن-5d41
نيمرو للبيع قرب محظرة ددو تفرغ زينة,Land Plot,Vente,3550000,260.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمرو للبيع قرب محظرة ددو تفرغ زينة 3,550,000 MRU Land Plot 5 months ago • Tevragh Zeina Ahmed 1",voursa,5 months ago,"landmark: محظرة ددو, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-للبيع-قرب-محظرة-ددو-تفرغ-زينة--4e81
نيمروين كلهم فالركن من بوش 9,Land Plot,Vente,8600000,1068.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمروين كلهم فالركن من بوش 9 8,600,000 MRU Land Plot 5 months ago • Tevragh Zeina سيدي محمد 1",voursa,5 months ago,"landmark: طب القلب, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمروين-كلهم-فالركن-من-بوش-9--aa55
دار للبيع فبوحديده,Residential Property,Vente,1000000,150.00,3.0,1.0,2.0,Toujounine,Nouakchott Nord,"دار للبيع فبوحديده 1,000,000 MRU Residential Property 5 months ago • Toujounine محمد عبد الله ولد سيكه 1",voursa,5 months ago,"landmark: الربينه الثانية, land_title: Yes, balconies: 1, street_size: 6.00",https://voursa.com/EN/categories/real_estate/ads/دار-للبيع-فبوحديده--adf6
للبيــــــــــــــــــــــــــــــــــــــــــــــــــــــع فرصه,Land Plot,Vente,1350000,210.00,,,,Tevragh Zeina,Nouakchott Ouest,"للبيــــــــــــــــــــــــــــــــــــــــــــــــــــــع فرصه 1,350,000 MRU Land Plot 5 months ago • Tevragh Zeina وكالة النجاح 1",voursa,5 months ago,"landmark: تراب سنيم, land_title: No",https://voursa.com/EN/categories/real_estate/ads/للبيــــــــــــــــــــــــــــــــــــــــــــــــــــــع-فرصه--c350
نيمرو فلحي العسكري,Land Plot,Vente,450000,180.00,,,,Teyarett,Nouakchott Nord,"نيمرو فلحي العسكري 450,000 MRU Land Plot 5 months ago • Teyarett Ahmed 2",voursa,5 months ago,"landmark: التيسير الحي العسكري, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-فلحي-العسكري--5842
دارين فترحيل ابوظبي شارع كبير,Residential Property,Vente,1600000,300.00,7.0,1.0,2.0,Riyadh,Nouakchott Sud,"دارين فترحيل ابوظبي شارع كبير 1,600,000 MRU Residential Property 5 months ago • Riyadh الخدمات العامه 3",voursa,5 months ago,"landmark: ترحيل أبوظبي, land_title: No, balconies: 2, street_size: 25.00",https://voursa.com/EN/categories/real_estate/ads/دارين-فترحيل-ابوظبي-شارع-كبير-8bd3
نمرو فعين طلح شارع كبير,Land Plot,Vente,700000,180.00,,,,Teyarett,Nouakchott Nord,"نمرو فعين طلح شارع كبير 700,000 MRU Land Plot 5 months ago • Teyarett الخدمات العامه 1",voursa,5 months ago,"landmark: مجمع الطيطان, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نمرو-فعين-طلح-شارع-كبير-6204
