raw_text,price_mru,property_type,time_ago,title_guess,location,source,url,lot_size,street_size,closest_landmark,land_title,detail_property_type,halls,balconies,bathrooms,rooms
"6نمروات فعين طلح شارعهم كبير 2,700,000 MRU Land Plot 6 months ago • Teyarett التجاره العامه 1",2700000,Land Plot,6 months ago,6نمروات فعين طلح شارعهم كبير,Teyarett,voursa,https://voursa.com/EN/categories/real_estate/ads/6نمروات-فعين-طلح-شارعهم-كبير-8e61,900.00,0.00,شارع ربينه,No,,,,,
"للبيــــــــــــــــــــــع دار ارضي فصكوك 4,200,000 MRU Residential Property 6 months ago • Teyarett عبدالله 1",4200000,Residential Property,6 months ago,للبيــــــــــــــــــــــع دار ارضي فصكوك,Teyarett,voursa,https://voursa.com/EN/categories/real_estate/ads/عين-طلح--4135,225.00,10.00,افصكوك,No,,1.0,1.0,2.0,4.0
"دار ما فات اندخلت ف المطار للبيع 3,200,000 MRU Residential Property 6 months ago • Dar Naim وكالة زمزم العقارية 4",3200000,Residential Property,6 months ago,دار ما فات اندخلت ف المطار للبيع,Dar Naim,voursa,https://voursa.com/EN/categories/real_estate/ads/دار-ما-فات-اندخلت-ف-المطار-للبيع--eb41,200.00,12.00,المطار القديم,Yes,,1.0,1.0,2.0,4.0
"قطعة ارض 150,000 MRU Land Plot 6 months ago • Toujounine محمد يعقوب 1",150000,Land Plot,6 months ago,قطعة ارض,Toujounine,voursa,https://voursa.com/EN/categories/real_estate/ads/قطعة-ارض-a573,200.00,,شارع مسعود,No,,,,,
"منزل من طابقين في حي الفلوجة منطقة سكنية ممتازة علي شارعين 1,700,000 MRU Residential Property 6 months ago • Arafat محمد 1",1700000,Residential Property,6 months ago,منزل من طابقين في حي الفلوجة منطقة سكنية ممتازة علي شارعين,Arafat,voursa,https://voursa.com/EN/categories/real_estate/ads/منزل--76f5,120.00,12.00,بين  سوق الياقوت وبقالة ديسق,Yes,,36040299.0,1.0,3.0,4.0
"300م فكرن في سكتار6 ابلدها ابيظ 3,500,000 MRU Land Plot 6 months ago • Tevragh Zeina Ahmed 1",3500000,Land Plot,6 months ago,300م فكرن في سكتار6 ابلدها ابيظ,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/300م-فكرن-في-سكتار6-ابلدها-ابيظ-550b,300.00,,تفرغ زينة,No,,,,,
"قطعة ارض للبيع وراء وزارة الخارجية 4,000,000 MRU Land Plot 6 months ago • Tevragh Zeina إبراهيم 2",4000000,Land Plot,6 months ago,قطعة ارض للبيع وراء وزارة الخارجية,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/قطعة-ارض-للبيع-ورا-وزارة-الخارجية-e9f1,700.00,,سفارة اليابان,No,,,,,
"فرصة نيمروين من الفوز البوادي عندهم برمة المالية 4,500,000 MRU Land Plot 6 months ago • Teyarett سيدي محمد 1",4500000,Land Plot,6 months ago,فرصة نيمروين من الفوز البوادي عندهم برمة المالية,Teyarett,voursa,https://voursa.com/EN/categories/real_estate/ads/فرصة-نيمروين-من-الفوز-البوادي-عندهم-برمة-المالية--19d4,800.00,,البوادي,No,,,,,
"ديبلكس ما فات اندخلت ف تيارت 400,000 MRU Residential Property 6 months ago • Teyarett وكالة زمزم العقارية 1",400000,Residential Property,6 months ago,ديبلكس ما فات اندخلت ف تيارت,Teyarett,voursa,https://voursa.com/EN/categories/real_estate/ads/ديبلكس-ما-فات-اندخلت-ف-تيارت-7f7b,150.00,12.00,مجمع اللؤلؤة,No,,2.0,1.0,4.0,4.0
"نيمرو فمنطقة تيارت i5 كريب من تراب البوادي وفاتح عل شارعين كبار 230,000 MRU Land Plot 6 months ago • Teyarett سداحمد سفير 2",230000,Land Plot,6 months ago,نيمرو فمنطقة تيارت i5 كريب من تراب البوادي وفاتح عل شارعين كبار,Teyarett,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-i5-a472,216.00,,أستسيوه بتروديس,No,,,,,
"نمرو كد البواد 6,500,000 MRU Land Plot 6 months ago • Teyarett عبدالله 1",6500000,Land Plot,6 months ago,نمرو كد البواد,Teyarett,voursa,https://voursa.com/EN/categories/real_estate/ads/نمرو-كد-البواد-cdbd,240.00,,نمرو اللبيع كد البوادي,No,,,,,
"بوتيك للديكور للبيع 400,000 MRU Store 6 months ago • Tevragh Zeina Mohamed vall 2",400000,Store,6 months ago,بوتيك للديكور للبيع,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/بوتيك--5a4f,400.00,,طريق الشارة,No,,,,,
"نيمرو من تراب اسكان 2,200,000 MRU Land Plot 6 months ago • Tevragh Zeina محمد آلا - Mohamed Alla 1",2200000,Land Plot,6 months ago,نيمرو من تراب اسكان,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-من-تراب-اسكان-67cb,300.00,,إسكان,No,,,,,
"دار مافات اندخلت اجديدة للإيجار ماه ابعيد من كرفور جامبور فاتح اعل رامبلة 45,000 MRU Residential Property 6 months ago • Tevragh Zeina محمد 1",45000,Residential Property,6 months ago,دار مافات اندخلت اجديدة للإيجار ماه ابعيد من كرفور جامبور فاتح اعل رامبلة,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/دار-مافات-اندخلت-اجديدة-للايجار-ماه-ابعيد-من-كرفور-جامبور-فاتح-اعل-رامبلة--f4ff,600.00,20.00,كرفور جامبور,No,,2.0,2.0,3.0,5.0
"سمع للبيع في تفرغ زينه قر الجامع لبنانيي 16,000,000 MRU Residential Property 6 months ago • Tevragh Zeina البات 4",16000000,Residential Property,6 months ago,سمع للبيع في تفرغ زينه قر الجامع لبنانيي,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/سمع-للبيع-في-تفرغ-زينه-قر-الجامع-لبنانيي-a977,1100.00,18.00,وسيط عقراة,Yes,,3.0,3.0,5.0,10.0
"نيمرو للبيع قرب الحماية المدنية 2,800,000 MRU Land Plot 6 months ago • Tevragh Zeina Lemrabott 1",2800000,Land Plot,6 months ago,نيمرو للبيع قرب الحماية المدنية,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-للبيع-قرب-الحماية-المدنية-3ccb,700.00,,الحماية المدنية,No,,,,,
"دار كبيره مساحته عند اسند وتيتر 18,000,000 MRU Residential Property 6 months ago • Tevragh Zeina الخدمات العامه 2",18000000,Residential Property,6 months ago,دار كبيره مساحته عند اسند وتيتر,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/دار-كبيره-مساحته-عند-اسند-وتيتر-723c,1200.00,30.00,كرفور اسند,Yes,,1.0,1.0,3.0,7.0
"نصف نيمرو 375م² عكس الكرن من سكتير 6 فرصة 3,000,000 MRU Land Plot 6 months ago • Tevragh Zeina سيدي محمد 1",3000000,Land Plot,6 months ago,نصف نيمرو 375م² عكس الكرن من سكتير 6 فرصة,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نصف-نيمرو-375م-عكس-الكرن-من-سكتير-6-فرصة--9845,375.00,,سكتير 6,No,,,,,
"نيمرو فكرن من بوش 9 للبيع 4,000,000 MRU Land Plot 6 months ago • Tevragh Zeina محمد 1",4000000,Land Plot,6 months ago,نيمرو فكرن من بوش 9 للبيع,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-فكرن-من-بوش-9-للبيع--8e4e,532.00,,بوش 9,No,,,,,
"فرصة اليوم فرصة الاسبوع فرصة العيد 3,300,000 MRU Land Plot 6 months ago • Tevragh Zeina Lemrabott 1",3300000,Land Plot,6 months ago,فرصة اليوم فرصة الاسبوع فرصة العيد,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/فرصة-اليوم-فرصة-الاسبوع-فرصة-العيد-4c19,400.00,,سانتر متير,No,,,,,
"للبيع فرصه 300م شارع كبير كريب من كدروه 2,900,000 MRU Land Plot 6 months ago • Tevragh Zeina سيدي عبدالله 1",2900000,Land Plot,6 months ago,للبيع فرصه 300م شارع كبير كريب من كدروه,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/للبيع-فرصه-300م-شارع-كبير-كريب-من-كدروه--a9e3,300.00,,اتاك الخير 2,No,,,,,
"نص فكرن من الأساتذة فاتح اعلي بوش 10 للبيع 3,500,000 MRU Land Plot 6 months ago • Tevragh Zeina محمد 1",3500000,Land Plot,6 months ago,نص فكرن من الأساتذة فاتح اعلي بوش 10 للبيع,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نص-فكرن-من-الاساتذة-فاتح-اعلي-بوش-10-للبيع--5c9b,300.00,,الاساتذة,No,,,,,
"گزره فالتيسير 180,000 MRU Residential Property 6 months ago • Teyarett Fatimetou 1",180000,Residential Property,6 months ago,گزره فالتيسير,Teyarett,voursa,https://voursa.com/EN/categories/real_estate/ads/زره-فالتيسير--fe01,120.00,,دار ول النيني,No,,3.0,2.0,2.0,3.0
"نيمرو فكرن اعلي كدروه فمدال m لاول للبيع 6,000,000 MRU Land Plot 6 months ago • Tevragh Zeina محمد 1",6000000,Land Plot,6 months ago,نيمرو فكرن اعلي كدروه فمدال m لاول للبيع,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-فكرن-اعلي-كدروه-فمدال-m-لاول-للبيع--41c3,600.00,,مدال m لاول,No,,,,,
"نيمرو أفكرن من سكتير 6 صاد إعلى موديل L 4,700,000 MRU Land Plot 6 months ago • Tevragh Zeina سيدي محمد 1",4700000,Land Plot,6 months ago,نيمرو أفكرن من سكتير 6 صاد إعلى موديل L,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-افكرن-من-سكتير-6-صاد-اعلى-موديل-l-1c26,400.00,,أتاك الخير 2,No,,,,,
"نمروين فكرن من هاش 3 مرحله 1,900,000 MRU Land Plot 6 months ago • Teyarett الخدمات العامه 1",1900000,Land Plot,6 months ago,نمروين فكرن من هاش 3 مرحله,Teyarett,voursa,https://voursa.com/EN/categories/real_estate/ads/نمروين-فكرن-من-هاش-3-مرحله-2284,432.00,,طب القلب,No,,,,,
"دار فالحي الساكن 1,000,000 MRU Residential Property 6 months ago • Dar Naim Khalid beidah 3",1000000,Residential Property,6 months ago,دار فالحي الساكن,Dar Naim,voursa,https://voursa.com/EN/categories/real_estate/ads/دار-فالحي-الساكن-62d0,15.00,15.00,جسر الحي الساكن,Yes,,1.0,2.0,2.0,4.0
"نيمرو فسكتير 6 ف نور 5,300,000 MRU Land Plot 6 months ago • Tevragh Zeina محمد آلا - Mohamed Alla 1",5300000,Land Plot,6 months ago,نيمرو فسكتير 6 ف نور,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-فسكتير-6-ف-نور-fbd4,750.00,,سكتير 6,No,,,,,
"نيمرو فالمطار القديم 2,000,000 MRU Land Plot 6 months ago • Dar Naim محمد آلا - Mohamed Alla 1",2000000,Land Plot,6 months ago,نيمرو فالمطار القديم,Dar Naim,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-فالمطار-القديم-0d92,400.00,,المطار القديم,No,,,,,
"نيمرو من سكتير 2 بلوكات 4,100,000 MRU Land Plot 6 months ago • Tevragh Zeina محمد آلا - Mohamed Alla 1",4100000,Land Plot,6 months ago,نيمرو من سكتير 2 بلوكات,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-من-سكتير-2-بلوكات-c87f,600.00,,بلوكات,No,,,,,
"نيمرو من الاساتذة 4,700,000 MRU Land Plot 6 months ago • Tevragh Zeina محمد آلا - Mohamed Alla 1",4700000,Land Plot,6 months ago,نيمرو من الاساتذة,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-من-الاساتذة-4f6a,600.00,,الاساتذة,No,,,,,
"للبيع نيمرو فغنودرة مبيوع 1,100,000 MRU Land Plot 6 months ago • Tevragh Zeina سيدي عبدالله 1",1100000,Land Plot,6 months ago,للبيع نيمرو فغنودرة مبيوع,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/للبيع-نيمرو-فغنودرة-مبيوع-099a,300.00,,اغنودرة,No,,,,,
"375م# فكرن من سكتير 6 للبيع 3,400,000 MRU Land Plot 6 months ago • Tevragh Zeina محمد 1",3400000,Land Plot,6 months ago,375م# فكرن من سكتير 6 للبيع,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/375م-فكرن-من-سكتير-6-للبيع--4a59,375.00,,سكتير 6,No,,,,,
"نيمرو فالمطار القديم 1,900,000 MRU Land Plot 6 months ago • Tevragh Zeina محمد آلا - Mohamed Alla 1",1900000,Land Plot,6 months ago,نيمرو فالمطار القديم,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-فالمطار-القديم-6c2a,400.00,,المطار القديم,No,,,,,
"نيمرو من سكتير 1 بلوكات 2,900,000 MRU Land Plot 6 months ago • Tevragh Zeina محمد آلا - Mohamed Alla 1",2900000,Land Plot,6 months ago,نيمرو من سكتير 1 بلوكات,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-من-سكتير-1-بلوكات-eb85,600.00,,طب القلب,No,,,,,
"نيمرو فالمطار القديم 3,500,000 MRU Land Plot 6 months ago • Dar Naim محمد آلا - Mohamed Alla 1",3500000,Land Plot,6 months ago,نيمرو فالمطار القديم,Dar Naim,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-فالمطار-القديم-0d05,558.00,,بلوك 48,No,,,,,
"نيمرو من بلوك 23 6,500,000 MRU Land Plot 6 months ago • Dar Naim محمد آلا - Mohamed Alla 1",6500000,Land Plot,6 months ago,نيمرو من بلوك 23,Dar Naim,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-من-بلوك-23-4b07,600.00,,المطار القديم,No,,,,,
"نيمرو من سكتير 3 بلوكات 4,700,000 MRU Land Plot 6 months ago • Tevragh Zeina محمد آلا - Mohamed Alla 1",4700000,Land Plot,6 months ago,نيمرو من سكتير 3 بلوكات,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-من-سكتير-3-بلوكات-450b,600.00,,بلوكات,No,,,,,
"نيمرو من H3 1,000,000 MRU Land Plot 6 months ago • Teyarett محمد آلا - Mohamed Alla 1",1000000,Land Plot,6 months ago,نيمرو من H3,Teyarett,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-من-h3-7a3a,216.00,,H3,No,,,,,
"نيمرو من H3 1,700,000 MRU Land Plot 6 months ago • Teyarett محمد آلا - Mohamed Alla 1",1700000,Land Plot,6 months ago,نيمرو من H3,Teyarett,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-من-h3-81e0,216.00,,H3,No,,,,,
"نيمرو من سكتير 1 بلوكات 4,200,000 MRU Land Plot 6 months ago • Tevragh Zeina محمد آلا - Mohamed Alla 1",4200000,Land Plot,6 months ago,نيمرو من سكتير 1 بلوكات,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-من-سكتير-1-بلوكات-5636,600.00,,سكتير 1 بلوكات,No,,,,,
"نيمرو من المطار القديم 900,000 MRU Land Plot 6 months ago • Dar Naim محمد آلا - Mohamed Alla 1",900000,Land Plot,6 months ago,نيمرو من المطار القديم,Dar Naim,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-من-المطار-القديم-2ef0,216.00,,بلوك 45,No,,,,,
"نيمروين من المطار القديم 2,000,000 MRU Land Plot 6 months ago • Dar Naim محمد آلا - Mohamed Alla 1",2000000,Land Plot,6 months ago,نيمروين من المطار القديم,Dar Naim,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمروين-من-المطار-القديم-3ff1,400.00,,بلوك 3,No,,,,,
"نيمروين من الصحراوي 21,000,000 MRU Land Plot 6 months ago • Tevragh Zeina محمد آلا - Mohamed Alla 1",21000000,Land Plot,6 months ago,نيمروين من الصحراوي,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمروين-من-الصحراوي-e8ef,1215.00,,الصحراوي,No,,,,,
"ابرتماه اجديد للايجار 11,000 MRU Residential Property 6 months ago • Teyarett مولاي الحسن 1",11000,Residential Property,6 months ago,ابرتماه اجديد للايجار,Teyarett,voursa,https://voursa.com/EN/categories/real_estate/ads/ابرتماه-اجديد-للايجار--dc99,12.00,12.00,مدرسة H8,No,,2.0,1.0,2.0,3.0
"قطعة أرضيية محوشة في مكان ممتاز 15,000,000 MRU Land Plot 6 months ago • Tevragh Zeina med /mahmoud 3",15000000,Land Plot,6 months ago,قطعة أرضيية محوشة في مكان ممتاز,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/قطعة-ارضيية-محوشة-في-مكان-ممتاز-c940,700.00,,قرب الكنيسة,No,,,,,
"3 نيمروات على اربع شوارع من phase 2 قرب مجمع اللؤلؤة 1,600,000 MRU Land Plot 6 months ago • Teyarett السملالي 4",1600000,Land Plot,6 months ago,3 نيمروات على اربع شوارع من phase 2 قرب مجمع اللؤلؤة,Teyarett,voursa,https://voursa.com/EN/categories/real_estate/ads/3-نيمروات-على-اربع-شوارع-من-phase-2-قرب-مجمع-اللولوة-f81d,675.00,,Phase 2 اللؤلوة,No,,,,,
"نمرو للبيـــــع في سكتير 4 5,150,000 MRU Land Plot 6 months ago • Tevragh Zeina بورصة عبد الله العقارية 1",5150000,Land Plot,6 months ago,نمرو للبيـــــع في سكتير 4,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نمرو-للبيـــــع-في-سكتير-4-7906,600.00,,الشارة,No,,,,,
"نيمروات من الفوز للبيـــــــع 21,000,000 MRU Land Plot 6 months ago • Tevragh Zeina سيدي محمد 1",21000000,Land Plot,6 months ago,نيمروات من الفوز للبيـــــــع,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمروات-من-الفوز-للبيـــــــع--a22e,1600.00,,الفوز البوادي,No,,,,,
"ابرتماه للبيع فعرفات بدخلو يومي 700,000 MRU Residential Property 6 months ago • Arafat الخدمات العامه 4",700000,Residential Property,6 months ago,ابرتماه للبيع فعرفات بدخلو يومي,Arafat,voursa,https://voursa.com/EN/categories/real_estate/ads/ابرتماه-للبيع-فعرفات-بدخلو-يومي--f373,150.00,10.00,عرفات دايه 10,Yes,,1.0,1.0,1.0,4.0
"منزل 800,000 MRU Residential Property 6 months ago • Toujounine محمد عبد الله ولد سيكه 1",800000,Residential Property,6 months ago,منزل,Toujounine,voursa,https://voursa.com/EN/categories/real_estate/ads/منزل--4ecb,150.00,8.00,بوتيك كراو,Yes,,1.0,1.0,2.0,3.0
"ديبلكس فصكوك شارع كبير 4,500,000 MRU Land Plot 6 months ago • Teyarett الخدمات العامه 2",4500000,Land Plot,6 months ago,ديبلكس فصكوك شارع كبير,Teyarett,voursa,https://voursa.com/EN/categories/real_estate/ads/ديبلكس-فصكوك-شارع-كبير-cd84,300.00,,صكوك,No,,,,,
"منزل كبير على كدروه قرب توتال طريق انواذيبو 40,000 MRU Office 6 months ago • Tevragh Zeina Lemrabott 1",40000,Office,6 months ago,منزل كبير على كدروه قرب توتال طريق انواذيبو,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/منزل-كبير-على-كدروه-قرب-توتال-طريق-انواذيبو--a2fa,600.00,,توتال طريق انواذيبو,No,,,,,
"سمعه للبيع 3,000,000 MRU Residential Property 6 months ago • Arafat محمد عبد الله ولد سيكه 1",3000000,Residential Property,6 months ago,سمعه للبيع,Arafat,voursa,https://voursa.com/EN/categories/real_estate/ads/سمعه-fdb2,180.00,20.00,طب إيطاليا,Yes,,1.0,2.0,2.0,7.0
"فيه 200م فرصة اعل كرن قرب حمام النيل 1,600,000 MRU Land Plot 6 months ago • Tevragh Zeina Lemrabott 1",1600000,Land Plot,6 months ago,فيه 200م فرصة اعل كرن قرب حمام النيل,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/فيه-200م-فرصة-اعل-كرن-قرب-حمام-النيل-d4b0,200.00,,حمام النيل,No,,,,,
"نيمرو للبيع فسكتير 6 فكرن مساحتو 750م 5,500,000 MRU Land Plot 6 months ago • Tevragh Zeina سيدي عبدالله 1",5500000,Land Plot,6 months ago,نيمرو للبيع فسكتير 6 فكرن مساحتو 750م,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-للبيع-فسكتير-6-فكرن-مساحتو-750م-a034,700.00,,سكتير 6,No,,,,,
"للإجار أبرتماه مفروش فصحراوي 2,000 MRU Residential Property 6 months ago • Tevragh Zeina وكالة النجاح 9",2000,Residential Property,6 months ago,للإجار أبرتماه مفروش فصحراوي,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/للاجار-ابرتماه-مفروش-فصحراوي--cc9b,200.00,15.00,البديل,Yes,,2.0,1.0,3.0,4.0
"للإيجاراستديو نظيف عند snd 10,000 MRU Residential Property 6 months ago • Tevragh Zeina محمد 4",10000,Residential Property,6 months ago,للإيجاراستديو نظيف عند snd,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/استديو-نظيف-عند-snd-6683,200.00,40.00,Snd.,Yes,,1.0,1.0,1.0,1.0
"منزل للبيـــــــــــــــــــــع عرفات 1,300,000 MRU Residential Property 6 months ago • Arafat Bcren brahm 4",1300000,Residential Property,6 months ago,منزل للبيـــــــــــــــــــــع عرفات,Arafat,voursa,https://voursa.com/EN/categories/real_estate/ads/منزل-للبيـــــــــــــــــــــع-عرفات--bd5c,150.00,15.00,مركز تكوين العلماء,Yes,,1.0,1.0,2.0,3.0
"ديبلكس طراز أول فسكتير 5 صحراوي مساحة 375م٢ 9,500,000 MRU Residential Property 6 months ago • Tevragh Zeina سيدي محمد 1",9500000,Residential Property,6 months ago,ديبلكس طراز أول فسكتير 5 صحراوي مساحة 375م٢,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/ديبلكس-طراز-اول-فسكتير-5-صحراوي-مساحة-375م-b500,375.00,20.00,سكتير 5,Yes,,1.0,1.0,5.0,6.0
"عندن ذاك دار للبيـــــــــــــــــــــع الفلوجة 2,000,000 MRU Residential Property 6 months ago • Arafat عبدالله 1",2000000,Residential Property,6 months ago,عندن ذاك دار للبيـــــــــــــــــــــع الفلوجة,Arafat,voursa,https://voursa.com/EN/categories/real_estate/ads/عندن-ذاك-دار-للبيـــــــــــــــــــــع-الفلوجة--e9aa,180.00,10.00,دار للبيـــــــــــــــــــــع الفلوجة,No,,11.0,1.0,2.0,3.0
"نيمرو من المطار القديم 1,000,000 MRU Land Plot 6 months ago • Dar Naim محمد آلا - Mohamed Alla 1",1000000,Land Plot,6 months ago,نيمرو من المطار القديم,Dar Naim,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-من-المطار-القديم-86ce,200.00,,المطار,No,,,,,
"فرصة نيمرو أفكرن من سكتير 6 متوالي 5 5,400,000 MRU Land Plot 6 months ago • Tevragh Zeina سيدي محمد 1",5400000,Land Plot,6 months ago,فرصة نيمرو أفكرن من سكتير 6 متوالي 5,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/فرصة-نيمرو-افكرن-من-سكتير-6-متوالي-5--6bf6,750.00,,سكتير 5,No,,,,,
"نيمرو من المطار القديم 1,800,000 MRU Land Plot 6 months ago • Dar Naim محمد آلا - Mohamed Alla 1",1800000,Land Plot,6 months ago,نيمرو من المطار القديم,Dar Naim,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-من-المطار-القديم-4822,400.00,,المطار,No,,,,,
"ديبلكس فاخر فسكتير 4 بموقع استراتيجي هادئ وراقي 8,500,000 MRU Residential Property 6 months ago • Tevragh Zeina سيدي محمد 1",8500000,Residential Property,6 months ago,ديبلكس فاخر فسكتير 4 بموقع استراتيجي هادئ وراقي,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/ديبلكس-فاخر-فسكتير-4-بموقع-استراتيجي-هادي-وراقي--538c,300.00,15.00,كدروه الشارة,Yes,,1.0,1.0,5.0,6.0
"نص نيمرو من المطار القديم 1,150,000 MRU Land Plot 6 months ago • Dar Naim محمد آلا - Mohamed Alla 1",1150000,Land Plot,6 months ago,نص نيمرو من المطار القديم,Dar Naim,voursa,https://voursa.com/EN/categories/real_estate/ads/نص-نيمرو-من-المطار-القديم-5d7b,200.00,,المطار,No,,,,,
"شانتي مغطي اعل شارع كبير 700,000 MRU Residential Property 6 months ago • Arafat الخدمات العامه 2",700000,Residential Property,6 months ago,شانتي مغطي اعل شارع كبير,Arafat,voursa,https://voursa.com/EN/categories/real_estate/ads/شانتي-مغطي-اعل-شارع-كبير--3f9e,200.00,25.00,اللكات ودايه 6,Yes,,1.0,1.0,1.0,4.0
"نيمرو فرصة من سكتير 5 5,700,000 MRU Land Plot 6 months ago • Tevragh Zeina سيدي محمد 1",5700000,Land Plot,6 months ago,نيمرو فرصة من سكتير 5,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-فرصة-من-سكتير-5--a149,875.00,,سكتير 5,No,,,,,
"نص نيمرو من سكتير 5 3,700,000 MRU Land Plot 6 months ago • Tevragh Zeina محمد آلا - Mohamed Alla 1",3700000,Land Plot,6 months ago,نص نيمرو من سكتير 5,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نص-نيمرو-من-سكتير-5-85b3,300.00,,سكتير 5,No,,,,,
"نيمرو عند ساحة سوكوجيم عين الطلح مساحة 150 مربع 750,000 MRU Land Plot 6 months ago • Teyarett Brahim 1",750000,Land Plot,6 months ago,نيمرو عند ساحة سوكوجيم عين الطلح مساحة 150 مربع,Teyarett,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-عند-ساحة-سوكوجيم-عين-الطلح-مساحة-150-مربع-a042,150.00,,ساحة سوكوجيم,No,,,,,
"نيمرو اعلي شارع اكبير من اتراب صنادره التيسير للبيع 500,000 MRU Land Plot 6 months ago • Tevragh Zeina محمد 1",500000,Land Plot,6 months ago,نيمرو اعلي شارع اكبير من اتراب صنادره التيسير للبيع,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-اعلي-شارع-اكبير-من-اتراب-صنادره-التيسير-للبيع--b80a,216.00,,التيسير,No,,,,,
"سمع للبيع في سكتر 5زينه حته وفاتح ساحل شارع اكبير 9,200,000 MRU Residential Property 6 months ago • Tevragh Zeina البات 2",9200000,Residential Property,6 months ago,سمع للبيع في سكتر 5زينه حته وفاتح ساحل شارع اكبير,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/سمع-للبيع-في-سكتر-5زينه-حته-وفاتح-ساحل-شارع-اكبير-cbeb,350.00,20.00,وسيط عقراة,Yes,,3.0,3.0,5.0,8.0
"نيمرو فسكتير 1 بلوكات 4,700,000 MRU Land Plot 6 months ago • Tevragh Zeina محمد آلا - Mohamed Alla 1",4700000,Land Plot,6 months ago,نيمرو فسكتير 1 بلوكات,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-فسكتير-1-بلوكات-010b,600.00,,طب القلب,No,,,,,
"نيمرو من الحي العسكري 600,000 MRU Land Plot 6 months ago • Teyarett محمد آلا - Mohamed Alla 1",600000,Land Plot,6 months ago,نيمرو من الحي العسكري,Teyarett,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-من-الحي-العسكري--aab5,216.00,,الحي العسكري,No,,,,,
"نيمرو من i5 1,650,000 MRU Land Plot 6 months ago • Teyarett محمد آلا - Mohamed Alla 1",1650000,Land Plot,6 months ago,نيمرو من i5,Teyarett,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-من-i5-6715,216.00,,i5,No,,,,,
